,_index,_id,_score,_source.MessageId,_source.Sensor.Location,_source.Sensor.Value,_source.Sensor.PhysicalContext,_source.Sensor.ParentalContext,_source.Sensor.Index,_source.Sensor.LocationDetail.Blade,_source.Sensor.LocationDetail.Cabinet,_source.Sensor.LocationDetail.Node,_source.Sensor.LocationDetail.Chassie,_source.Sensor.LocationDetail.Bmc,_source.Sensor.LocationDetail.XName,_source.Sensor.Timestamp,_source.@version,_source.tags,_source.TelemetrySource,_source.Metadata.Kafka.ConsumerGroup,_source.Metadata.Kafka.Partition,_source.Metadata.Kafka.Topic,_source.Metadata.Kafka.Offset,_source.Metadata.Kafka.Timestamp,_source.Metadata.Logstash.Timestamp,_source.@timestamp,_source.vcluster,_source.data_stream.namespace,_source.data_stream.type,_source.data_stream.dataset,_source.nid
0,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,H45igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,39.0,VoltageRegulator,Chassis,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.750638027,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394042,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527442114Z,2025-03-10T13:58:56.750Z,daint,alps.temperature,metrics,facility.telemetry,6898
1,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,II5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,38.0,VoltageRegulator,Chassis,6,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.435949341,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394043,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527452244Z,2025-03-10T13:58:56.435Z,daint,alps.temperature,metrics,facility.telemetry,6898
2,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,IY5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,38.375,CPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.743373270,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394044,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527462294Z,2025-03-10T13:58:56.743Z,daint,alps.temperature,metrics,facility.telemetry,6898
3,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,Io5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,43.062,CPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.745953381,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394045,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527472224Z,2025-03-10T13:58:56.745Z,daint,alps.temperature,metrics,facility.telemetry,6898
4,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,I45igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,43.812,CPU,,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.742719783,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394046,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527485354Z,2025-03-10T13:58:56.742Z,daint,alps.temperature,metrics,facility.telemetry,6898
5,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,JI5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,36.937,CPU,,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.745871385,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394047,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527495824Z,2025-03-10T13:58:56.745Z,daint,alps.temperature,metrics,facility.telemetry,6898
6,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,JY5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,25.0,GPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.849330619,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394048,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527505844Z,2025-03-10T13:58:56.849Z,daint,alps.temperature,metrics,facility.telemetry,6898
7,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,Jo5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,27.0,GPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.864303551,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394049,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527515564Z,2025-03-10T13:58:56.864Z,daint,alps.temperature,metrics,facility.telemetry,6898
8,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,J45igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,27.0,GPU,,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:55.834069157,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394050,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527525344Z,2025-03-10T13:58:55.834Z,daint,alps.temperature,metrics,facility.telemetry,6898
9,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,KI5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,25.0,GPU,,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:55.849182482,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394051,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527535144Z,2025-03-10T13:58:55.849Z,daint,alps.temperature,metrics,facility.telemetry,6898
10,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,KY5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,33.0,Memory,GPU,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:55.981416439,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394052,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527549154Z,2025-03-10T13:58:55.981Z,daint,alps.temperature,metrics,facility.telemetry,6898
11,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,Ko5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,37.0,Memory,GPU,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:55.996356093,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394053,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527559274Z,2025-03-10T13:58:55.996Z,daint,alps.temperature,metrics,facility.telemetry,6898
12,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,K45igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,35.0,Memory,GPU,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.094249844,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394054,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527569284Z,2025-03-10T13:58:56.094Z,daint,alps.temperature,metrics,facility.telemetry,6898
13,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,LI5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,35.0,Memory,GPU,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:56.109245416,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394055,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527579244Z,2025-03-10T13:58:56.109Z,daint,alps.temperature,metrics,facility.telemetry,6898
14,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,LY5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,39.0,VoltageRegulator,Chassis,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.045701821,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394056,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527589014Z,2025-03-10T13:58:59.045Z,daint,alps.temperature,metrics,facility.telemetry,6898
15,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,Lo5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,38.0,VoltageRegulator,Chassis,6,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.733721640,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394057,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527599584Z,2025-03-10T13:58:58.733Z,daint,alps.temperature,metrics,facility.telemetry,6898
16,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,L45igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,32.875,CPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.041962808,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394058,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527609834Z,2025-03-10T13:58:59.041Z,daint,alps.temperature,metrics,facility.telemetry,6898
17,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,MI5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,37.531,CPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.041872333,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394059,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527619694Z,2025-03-10T13:58:59.041Z,daint,alps.temperature,metrics,facility.telemetry,6898
18,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,MY5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,37.843,CPU,,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.042069283,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394060,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527629614Z,2025-03-10T13:58:59.042Z,daint,alps.temperature,metrics,facility.telemetry,6898
19,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,Mo5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,32.375,CPU,,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.044508601,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394061,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527639134Z,2025-03-10T13:58:59.044Z,daint,alps.temperature,metrics,facility.telemetry,6898
20,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,M45igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,25.0,GPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.205476963,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394062,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527649023Z,2025-03-10T13:58:59.205Z,daint,alps.temperature,metrics,facility.telemetry,6898
21,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,NI5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,27.0,GPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:59.220641646,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394063,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527659033Z,2025-03-10T13:58:59.220Z,daint,alps.temperature,metrics,facility.telemetry,6898
22,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,NY5igJUBPiNEg2qPTQTy,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,27.0,GPU,,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.194908626,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394064,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527668673Z,2025-03-10T13:58:58.194Z,daint,alps.temperature,metrics,facility.telemetry,6898
23,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,No5igJUBPiNEg2qPTQTz,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,25.0,GPU,,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.209944116,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394065,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527702033Z,2025-03-10T13:58:58.209Z,daint,alps.temperature,metrics,facility.telemetry,6898
24,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,N45igJUBPiNEg2qPTQTz,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,32.0,Memory,GPU,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.309975840,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394066,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527713693Z,2025-03-10T13:58:58.309Z,daint,alps.temperature,metrics,facility.telemetry,6898
25,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,OI5igJUBPiNEg2qPTQTz,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,37.0,Memory,GPU,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.325080926,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394067,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527724073Z,2025-03-10T13:58:58.325Z,daint,alps.temperature,metrics,facility.telemetry,6898
26,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,OY5igJUBPiNEg2qPTQTz,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,35.0,Memory,GPU,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.406055363,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394068,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527734123Z,2025-03-10T13:58:58.406Z,daint,alps.temperature,metrics,facility.telemetry,6898
27,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,Oo5igJUBPiNEg2qPTQTz,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,35.0,Memory,GPU,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:58:58.421153729,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622394069,2025-03-10T13:59:00.237Z,2025-03-10T14:07:23.527744433Z,2025-03-10T13:58:58.421Z,daint,alps.temperature,metrics,facility.telemetry,6898
28,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,oMhjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,39.0,VoltageRegulator,Chassis,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.166706872,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537156,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696133774Z,2025-03-10T13:59:25.166Z,daint,alps.temperature,metrics,facility.telemetry,6898
29,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,38hjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,38.0,VoltageRegulator,Chassis,6,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.828792331,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537219,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696780511Z,2025-03-10T13:59:24.828Z,daint,alps.temperature,metrics,facility.telemetry,6898
30,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,4MhjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,32.781,CPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.157105590,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537220,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696790371Z,2025-03-10T13:59:25.157Z,daint,alps.temperature,metrics,facility.telemetry,6898
31,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,4chjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,37.468,CPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.157181186,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537221,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696800441Z,2025-03-10T13:59:25.157Z,daint,alps.temperature,metrics,facility.telemetry,6898
32,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,4shjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,39.531,CPU,,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.155523748,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537222,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696810021Z,2025-03-10T13:59:25.155Z,daint,alps.temperature,metrics,facility.telemetry,6898
33,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,48hjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,32.343,CPU,,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.155604384,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537223,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696820131Z,2025-03-10T13:59:25.155Z,daint,alps.temperature,metrics,facility.telemetry,6898
34,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,5MhjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,27.0,GPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.224285446,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537224,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696830021Z,2025-03-10T13:59:25.224Z,daint,alps.temperature,metrics,facility.telemetry,6898
35,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,5chjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,28.0,GPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.239534367,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537225,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696840201Z,2025-03-10T13:59:25.239Z,daint,alps.temperature,metrics,facility.telemetry,6898
36,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,5shjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,28.0,GPU,,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.261642801,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537226,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696850831Z,2025-03-10T13:59:24.261Z,daint,alps.temperature,metrics,facility.telemetry,6898
37,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,58hjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,25.0,GPU,,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.277039635,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537227,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696860601Z,2025-03-10T13:59:24.277Z,daint,alps.temperature,metrics,facility.telemetry,6898
38,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,6MhjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,33.0,Memory,GPU,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.402965127,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537228,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696870461Z,2025-03-10T13:59:24.402Z,daint,alps.temperature,metrics,facility.telemetry,6898
39,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,6chjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,37.0,Memory,GPU,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.417961101,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537229,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696880961Z,2025-03-10T13:59:24.417Z,daint,alps.temperature,metrics,facility.telemetry,6898
40,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,6shjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,36.0,Memory,GPU,2,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.499251934,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537230,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696891721Z,2025-03-10T13:59:24.499Z,daint,alps.temperature,metrics,facility.telemetry,6898
41,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,68hjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,35.0,Memory,GPU,3,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:24.514610770,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537231,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.696901521Z,2025-03-10T13:59:24.514Z,daint,alps.temperature,metrics,facility.telemetry,6898
42,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,-shjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,40.0,VoltageRegulator,Chassis,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:26.263819223,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537248,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.697070370Z,2025-03-10T13:59:26.263Z,daint,alps.temperature,metrics,facility.telemetry,6898
43,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,-8hjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,38.0,VoltageRegulator,Chassis,6,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:25.920073053,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537249,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.697080560Z,2025-03-10T13:59:25.920Z,daint,alps.temperature,metrics,facility.telemetry,6898
44,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,_MhjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,47.7,VoltageRegulator,Chassis,5,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:26.283992778,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537250,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.697090860Z,2025-03-10T13:59:26.283Z,daint,alps.temperature,metrics,facility.telemetry,6898
45,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,_chjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,34.187,CPU,,0,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:26.263057740,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537251,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.697100710Z,2025-03-10T13:59:26.263Z,daint,alps.temperature,metrics,facility.telemetry,6898
46,.ds-metrics-facility.telemetry-alps.temperature-2025.03.10-006372,_shjgJUB0UnMoQzxFSjA,1.0,CrayTelemetry.Temperature,x1304c7s4b0n0,38.812,CPU,,1,s4,x1304,n0,c7,b0,x1304c7s4b0n0,2025-03-10 13:59:26.262900708,1,"['vcluster_from_cache', 'nid_from_cache']",nC,logstash-facility-telemetry-alps,6,cray-telemetry-temperature-split,103622537252,2025-03-10T13:59:30.641Z,2025-03-10T14:08:23.697110800Z,2025-03-10T13:59:26.262Z,daint,alps.temperature,metrics,facility.telemetry,6898
