,_index,_id,_score,_source.@version,_source.TelemetrySource,_source.@timestamp,_source.data_stream.namespace,_source.data_stream.type,_source.data_stream.dataset,_source.Metadata.Kafka.Timestamp,_source.Metadata.Kafka.Offset,_source.Metadata.Kafka.Topic,_source.Metadata.Kafka.ConsumerGroup,_source.Metadata.Kafka.Partition,_source.Metadata.Logstash.Timestamp,_source.MessageId,_source.vcluster,_source.Sensor.Value,_source.Sensor.ParentalContext,_source.Sensor.Timestamp,_source.Sensor.Index,_source.Sensor.Location,_source.Sensor.LocationDetail.Blade,_source.Sensor.LocationDetail.Node,_source.Sensor.LocationDetail.XName,_source.Sensor.LocationDetail.Chassie,_source.Sensor.LocationDetail.Bmc,_source.Sensor.LocationDetail.Cabinet,_source.Sensor.PhysicalSubContext,_source.Sensor.PhysicalContext,_source.nid,_source.tags
0,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,WVd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.752Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968209,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.413958391Z,CrayTelemetry.Power,daint,61.615,Chassis,2025-03-10 13:55:00.752676872,5,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
1,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,XFd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.166Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968212,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414005051Z,CrayTelemetry.Power,daint,249.903,Chassis,2025-03-10 13:55:00.166482545,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
2,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,XVd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.444Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968213,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414021772Z,CrayTelemetry.Power,daint,239.751,Chassis,2025-03-10 13:55:00.444617776,4,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
3,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Xld4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.747Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968214,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414034792Z,CrayTelemetry.Power,daint,84.065,,2025-03-10 13:55:00.747427374,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
4,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,X1d4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.747Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968215,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414051552Z,CrayTelemetry.Power,daint,79.294,,2025-03-10 13:55:00.747497051,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
5,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,YFd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.747Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968216,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414064052Z,CrayTelemetry.Power,daint,71.012,,2025-03-10 13:55:00.747353618,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
6,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,YVd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.750Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968217,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414079442Z,CrayTelemetry.Power,daint,70.827,,2025-03-10 13:55:00.750340909,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
7,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Yld4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.785Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968218,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414091722Z,CrayTelemetry.Power,daint,125.0,,2025-03-10 13:55:00.785286364,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
8,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Y1d4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.813Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968219,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414108342Z,CrayTelemetry.Power,daint,127.0,,2025-03-10 13:55:00.813813899,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
9,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,ZFd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.842Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968220,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414120832Z,CrayTelemetry.Power,daint,142.0,,2025-03-10 13:55:00.842346954,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
10,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,ZVd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.870Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968221,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414137322Z,CrayTelemetry.Power,daint,136.0,,2025-03-10 13:55:00.870800013,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
11,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Zld4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.114Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968222,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414150012Z,CrayTelemetry.Power,daint,238.0,,2025-03-10 13:55:00.114888001,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
12,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Z1d4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.143Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968223,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414166012Z,CrayTelemetry.Power,daint,239.0,,2025-03-10 13:55:00.143755440,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
13,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,aFd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.294Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968224,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414181513Z,CrayTelemetry.Power,daint,246.0,,2025-03-10 13:55:00.294854774,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
14,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,aVd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.341Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968225,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.414193863Z,CrayTelemetry.Power,daint,235.0,,2025-03-10 13:55:00.341843388,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
15,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,lVd4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.638Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968277,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.415257249Z,CrayTelemetry.Power,daint,962.0,Chassis,2025-03-10 13:55:00.638183230,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
16,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,lld4gJUBMk_V_Do00Pus,1.2786129,1,nC,2025-03-10T13:55:00.750Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:03.544Z,511280968278,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:31:50.415273649Z,CrayTelemetry.Power,daint,305.0,Chassis,2025-03-10 13:55:00.750340909,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,CPUSubsystem,6898,"['vcluster_from_cache', 'nid_from_cache']"
17,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,OnR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.267Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751321,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371197281Z,CrayTelemetry.Power,daint,933.627451,Chassis,2025-03-10 13:55:28.267649668,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
18,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,O3R9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.250Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751322,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371207391Z,CrayTelemetry.Power,daint,61.366,Chassis,2025-03-10 13:55:29.250589383,5,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
19,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,PHR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.274Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751323,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371218361Z,CrayTelemetry.Power,daint,251.535,Chassis,2025-03-10 13:55:28.274425889,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
20,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,PXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.427Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751324,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371228851Z,CrayTelemetry.Power,daint,252.169,Chassis,2025-03-10 13:55:28.427850628,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
21,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,PnR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.751Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751325,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371238771Z,CrayTelemetry.Power,daint,251.716,Chassis,2025-03-10 13:55:28.751496146,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
22,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,P3R9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.992Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751326,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371248421Z,CrayTelemetry.Power,daint,240.658,Chassis,2025-03-10 13:55:28.992190926,4,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
23,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,QHR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.247Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751327,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371258441Z,CrayTelemetry.Power,daint,84.004,,2025-03-10 13:55:29.247664569,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
24,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,QXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.246Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751328,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371268862Z,CrayTelemetry.Power,daint,79.332,,2025-03-10 13:55:29.246418551,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
25,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,bXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.246Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751386,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371854097Z,CrayTelemetry.Power,daint,71.39,,2025-03-10 13:55:29.246746855,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
26,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,bnR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.247Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751387,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371863687Z,CrayTelemetry.Power,daint,71.925,,2025-03-10 13:55:29.247409382,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
27,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,b3R9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.249Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751388,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371873547Z,CrayTelemetry.Power,daint,125.0,,2025-03-10 13:55:29.249642150,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
28,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,cHR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.266Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751389,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371883907Z,CrayTelemetry.Power,daint,128.0,,2025-03-10 13:55:29.266136287,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
29,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,cXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.280Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751390,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371893567Z,CrayTelemetry.Power,daint,143.0,,2025-03-10 13:55:29.280963626,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
30,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,cnR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.295Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751391,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371902927Z,CrayTelemetry.Power,daint,137.0,,2025-03-10 13:55:29.295553778,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
31,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,c3R9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.671Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751392,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371912867Z,CrayTelemetry.Power,daint,238.0,,2025-03-10 13:55:28.671664452,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
32,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,dHR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.718Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751393,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371923817Z,CrayTelemetry.Power,daint,240.0,,2025-03-10 13:55:28.718890334,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
33,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,dXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.840Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751394,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371933637Z,CrayTelemetry.Power,daint,245.0,,2025-03-10 13:55:28.840538499,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
34,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,dnR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:28.869Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751395,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371943287Z,CrayTelemetry.Power,daint,236.0,,2025-03-10 13:55:28.869313143,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
35,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,d3R9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.162Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751400,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.371993468Z,CrayTelemetry.Power,daint,971.0,Chassis,2025-03-10 13:55:29.162770968,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
36,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,eHR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.247Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751401,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.372003918Z,CrayTelemetry.Power,daint,307.0,Chassis,2025-03-10 13:55:29.247664569,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,CPUSubsystem,6898,"['vcluster_from_cache', 'nid_from_cache']"
37,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,eXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.449Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751435,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.372352921Z,CrayTelemetry.Power,daint,1580.886364,Chassis,2025-03-10 13:55:29.449484411,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
38,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,enR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:30.349Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751436,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.372362991Z,CrayTelemetry.Power,daint,61.675,Chassis,2025-03-10 13:55:30.349538505,5,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
39,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,e3R9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.456Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751437,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.372373311Z,CrayTelemetry.Power,daint,257.245,Chassis,2025-03-10 13:55:29.456345828,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
40,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,fHR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.563Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751438,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.372383671Z,CrayTelemetry.Power,daint,247.365,Chassis,2025-03-10 13:55:29.563544955,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
41,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,fXR9gJUBu9p6PsJwj1a3,1.2786129,1,nC,2025-03-10T13:55:29.863Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:33.693Z,151091751439,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:37:11.372393591Z,CrayTelemetry.Power,daint,261.596,Chassis,2025-03-10 13:55:29.863298306,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
42,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,CSR9gJUBFnns5IFfkyNP,1.2786129,1,nC,2025-03-10T13:55:15.978Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:18.694Z,511281116327,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:00.864222155Z,CrayTelemetry.Power,daint,941.75,Chassis,2025-03-10 13:55:15.978283277,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
43,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,DCR9gJUBFnns5IFfkyNP,1.2786129,1,nC,2025-03-10T13:55:16.084Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:18.694Z,511281116330,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:00.864256845Z,CrayTelemetry.Power,daint,254.435,Chassis,2025-03-10 13:55:16.084526051,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
44,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,EiR9gJUBFnns5IFfkyNP,1.2786129,1,nC,2025-03-10T13:55:16.886Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:18.694Z,511281116336,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:00.864325196Z,CrayTelemetry.Power,daint,91.765,,2025-03-10 13:55:16.886236656,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
45,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,EyR9gJUBFnns5IFfkyNP,1.2786129,1,nC,2025-03-10T13:55:16.889Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:18.694Z,511281116337,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:00.864336046Z,CrayTelemetry.Power,daint,125.0,,2025-03-10 13:55:16.889006998,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
46,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,FCR9gJUBFnns5IFfkyNP,1.2786129,1,nC,2025-03-10T13:55:16.910Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:18.694Z,511281116338,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:00.864346656Z,CrayTelemetry.Power,daint,128.0,,2025-03-10 13:55:16.910480886,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
